target_species,target_species_c,cospecies_scientific_name,cospecies_family,cospecies_acronym,cospecies_nativity,cospecies_c,cospecies_w,cospecies_physiognomy,cospecies_duration,cospecies_common_name
Symphyotrichum lateriflorum,4,Heliopsis helianthoides,Asteraceae,HELHEL,native,7,1,forb,perennial,smooth oxeye
Symphyotrichum lateriflorum,4,Hepatica acutiloba,Ranunculaceae,HEPACU,native,8,2,forb,perennial,sharp-lobe hepatica
Symphyotrichum lateriflorum,4,Hepatica americana,Ranunculaceae,HEPAME,native,9,2,forb,perennial,round-lobe hepatica
Symphyotrichum lateriflorum,4,Heracleum maximum,Apiaceae,HERMAX,native,5,-1,forb,perennial,american cow-parsnip
Symphyotrichum lateriflorum,4,Hesperis matronalis,Brassicaceae,HESMAT,non-native,0,1,forb,perennial,mother-of-the-evening
Symphyotrichum lateriflorum,4,Heuchera richardsonii,Saxifragaceae,HEURIC,native,10,1,forb,perennial,richardsons alumroot
Symphyotrichum lateriflorum,4,Hibiscus moscheutos,Malvaceae,HIBMOS,native,7,-2,forb,perennial,crimson-eyed rose-mallow
Symphyotrichum lateriflorum,4,Hieracium caespitosum,Asteraceae,HIECAE,non-native,0,2,forb,perennial,field hawkweed
Symphyotrichum lateriflorum,4,Hydrophyllum virginianum,Hydrophyllaceae,HYDVIR,native,5,0,forb,perennial,shawnee-salad
Symphyotrichum lateriflorum,4,Hypericum ascyron,Clusiaceae,HYPASC,native,10,0,forb,perennial,great st. johns-wort
Symphyotrichum lateriflorum,4,Hypericum perforatum,Clusiaceae,HYPPER,non-native,0,1,forb,perennial,common st. johns-wort
Symphyotrichum lateriflorum,4,Hypericum prolificum,Clusiaceae,HYPPRO,native,8,1,shrub,perennial,shrubby st. johns-wort
Symphyotrichum lateriflorum,4,Hypericum punctatum,Clusiaceae,HYPPUN,native,4,0,forb,perennial,spotted st. johns-wort
Symphyotrichum lateriflorum,4,Hypoxis hirsuta,Liliaceae,HYPHIR,native,8,0,forb,perennial,eastern yellow star-grass
Symphyotrichum lateriflorum,4,Impatiens capensis,Balsaminaceae,IMPCAP,native,3,-1,forb,annual,spotted touch-me-not
Symphyotrichum lateriflorum,4,Iris virginica var. shrevei,Iridaceae,IRIVIR,native,5,-2,forb,perennial,virginia blueflag
Symphyotrichum lateriflorum,4,Juglans cinerea,Juglandaceae,JUGCIN,native,10,1,tree,perennial,white walnut
Symphyotrichum lateriflorum,4,Juglans nigra,Juglandaceae,JUGNIG,native,3,1,tree,perennial,black walnut
Symphyotrichum lateriflorum,4,Juncus bufonius,Juncaceae,JUNBUF,native,2,-1,forb,annual,toad rush
Symphyotrichum lateriflorum,4,Juncus nodatus,Juncaceae,JUNNOA,native,10,-2,forb,perennial,stout rush
Symphyotrichum lateriflorum,4,Juncus tenuis,Juncaceae,JUNTEN,native,0,0,forb,perennial,lesser poverty rush
Symphyotrichum lateriflorum,4,Juncus torreyi,Juncaceae,JUNTOR,native,2,-1,forb,perennial,torreys rush
Symphyotrichum lateriflorum,4,Juniperus virginiana,Cupressaceae,JUNVIR,native,0,1,tree,perennial,eastern red-cedar
Symphyotrichum lateriflorum,4,Koeleria macrantha,Poaceae,KOECRI,native,8,2,grass,perennial,june grass
Symphyotrichum lateriflorum,4,Lactuca canadensis,Asteraceae,LACCAN,native,1,1,forb,biennial,canadian blue lettuce
Symphyotrichum lateriflorum,4,Laportea canadensis,Urticaceae,LAPCAN,native,5,-1,forb,perennial,canadian wood-nettle
Symphyotrichum lateriflorum,4,Lathyrus palustris,Fabaceae,LATPAL,native,7,-1,forb,perennial,marsh vetchling
Symphyotrichum lateriflorum,4,Leersia oryzoides,Poaceae,LEEORY,native,3,-2,grass,perennial,rice cut grass
Symphyotrichum lateriflorum,4,Leersia virginica,Poaceae,LEEVIR,native,5,-1,grass,perennial,white grass
Symphyotrichum lateriflorum,4,Lemna minor,Lemnaceae,LEMMIO,native,5,-2,forb,annual,common duckweed
Symphyotrichum lateriflorum,4,Leonurus cardiaca,Lamiaceae,LEOCAR,non-native,0,2,forb,perennial,motherwort
Symphyotrichum lateriflorum,4,Lepidium densiflorum,Brassicaceae,LEPDEN,non-native,0,0,forb,annual,miners pepperwort
Symphyotrichum lateriflorum,4,Lespedeza capitata,Fabaceae,LESCAP,native,4,1,forb,perennial,round-head bush-clover
Symphyotrichum lateriflorum,4,Lespedeza violacea,Fabaceae,LESVIO,native,10,2,forb,perennial,violet bush-clover
Symphyotrichum lateriflorum,4,Leucanthemum vulgare,Asteraceae,CHRLEU,non-native,0,2,forb,perennial,ox-eye daisy
Symphyotrichum lateriflorum,4,Liatris aspera,Asteraceae,LIAASP,native,8,2,forb,perennial,rough gayfeather
Symphyotrichum lateriflorum,4,Liatris pycnostachya,Asteraceae,LIAPYC,native,8,0,forb,perennial,cat-tail gayfeather
Symphyotrichum lateriflorum,4,Liatris spicata,Asteraceae,LIASPI,native,7,0,forb,perennial,dense gayfeather
Symphyotrichum lateriflorum,4,Ligustrum vulgare,Oleaceae,LIGVUL,non-native,0,1,shrub,perennial,european privet
Symphyotrichum lateriflorum,4,Lilium michiganense,Liliaceae,LILMIC,native,8,-1,forb,perennial,michigan lily
Symphyotrichum lateriflorum,4,Linaria vulgaris,Scrophulariaceae,LINVUL,non-native,0,2,forb,perennial,butter-and-eggs
Symphyotrichum lateriflorum,4,Liparis lilifolia,Orchidaceae,LIPLIL,native,4,1,forb,perennial,brown wide-lip orchid
Symphyotrichum lateriflorum,4,Lithospermum canescens,Boraginaceae,LITCAN,native,8,2,forb,perennial,hoary puccoon
Symphyotrichum lateriflorum,4,Lithospermum latifolium,Boraginaceae,LITLAT,native,10,2,forb,perennial,american gromwell
Symphyotrichum lateriflorum,4,Lobelia cardinalis,Campanulaceae,LOBCAR,native,7,-2,forb,perennial,cardinal-flower
Symphyotrichum lateriflorum,4,Lobelia inflata,Campanulaceae,LOBINF,native,5,1,forb,annual,indian-tobacco
Symphyotrichum lateriflorum,4,Lobelia siphilitica,Campanulaceae,LOBSIP,native,4,-2,forb,perennial,great blue lobelia
Symphyotrichum lateriflorum,4,Lonicera maackii,Caprifoliaceae,LONMAA,non-native,0,2,shrub,perennial,amur honeysuckle
Symphyotrichum lateriflorum,4,Lonicera tatarica,Caprifoliaceae,LONTAT,non-native,0,1,shrub,perennial,twinsisters
Symphyotrichum lateriflorum,4,Lotus corniculatus,Fabaceae,LOTCOR,non-native,0,1,forb,perennial,garden birds-foot-trefoil
Symphyotrichum lateriflorum,4,Ludwigia alternifolia,Onagraceae,LUDALT,native,6,-2,forb,perennial,seedbox
Symphyotrichum lateriflorum,4,Ludwigia palustris,Onagraceae,LUDPAL,native,3,-2,forb,perennial,marsh primrose-willow
Symphyotrichum lateriflorum,4,Lycopus americanus,Lamiaceae,LYCAME,native,4,-2,forb,perennial,cut-leaf water-horehound
Symphyotrichum lateriflorum,4,Lycopus uniflorus,Lamiaceae,LYCUNI,native,4,-2,forb,perennial,northern water-horehound
Symphyotrichum lateriflorum,4,Lysimachia quadriflora,Primulaceae,LYSQUL,native,10,-2,forb,perennial,four-flower yellow-loosestrife
Symphyotrichum lateriflorum,4,Lysimachia thyrsiflora,Primulaceae,LYSTHY,native,8,-2,forb,perennial,tufted yellow-loosestrife
Symphyotrichum lateriflorum,4,Lythrum alatum,Lythraceae,LYTALA,native,7,-2,forb,perennial,wing-angle loosestrife
Symphyotrichum lateriflorum,4,Lythrum salicaria,Lythraceae,LYTSAL,non-native,0,-2,forb,perennial,purple loosestrife
Symphyotrichum lateriflorum,4,Medicago lupulina,Fabaceae,MEDLUP,non-native,0,1,forb,annual,black medick
Symphyotrichum lateriflorum,4,Medicago sativa,Fabaceae,MEDSAT,non-native,0,1,forb,perennial,alfalfa
Symphyotrichum lateriflorum,4,Melilotus albus,Fabaceae,MELALB,non-native,0,2,forb,biennial,white sweet-clover
Symphyotrichum lateriflorum,4,Melilotus officinalis,Fabaceae,MELLOF,non-native,0,1,forb,biennial,yellow sweet-clover
Symphyotrichum lateriflorum,4,Mentha arvensis,Lamiaceae,MENARV,native,5,-1,forb,perennial,american wild mint
Symphyotrichum lateriflorum,4,Mertensia virginica,Boraginaceae,MERVIR,native,5,-1,forb,perennial,virginia bluebells
Symphyotrichum lateriflorum,4,Mimulus ringens,Scrophulariaceae,MIMRIN,native,4,-2,forb,perennial,allegheny monkey-flower
Symphyotrichum lateriflorum,4,Mirabilis albida,Nyctaginaceae,MIRALB,non-native,0,2,forb,perennial,white wild four-oclock
Symphyotrichum lateriflorum,4,Moehringia lateriflora,Caryophyllaceae,ARELAT,native,8,1,forb,perennial,blunt-leaf grove-sandwort
Symphyotrichum lateriflorum,4,Monarda fistulosa,Lamiaceae,MONFIS,native,4,1,forb,perennial,oswego-tea
Symphyotrichum lateriflorum,4,Monotropa uniflora,Monotropaceae,MONUNI,native,7,1,forb,perennial,one-flower indian-pipe
Symphyotrichum lateriflorum,4,Morus alba,Moraceae,MORALB,non-native,0,0,tree,perennial,white mulberry
Symphyotrichum lateriflorum,4,Muhlenbergia frondosa,Poaceae,MUHFRO,native,2,-1,grass,perennial,wire-stem muhly
Symphyotrichum lateriflorum,4,Muhlenbergia glomerata,Poaceae,MUHGLO,native,10,-1,grass,perennial,spiked muhly
Symphyotrichum lateriflorum,4,Nepeta cataria,Lamiaceae,NEPCAT,non-native,0,1,forb,perennial,catnip
Symphyotrichum lateriflorum,4,Oenothera biennis,Onagraceae,OENBIE,native,0,1,forb,biennial,kings-cureall
Symphyotrichum lateriflorum,4,Oenothera pilosella,Onagraceae,OENPIL,native,10,0,forb,perennial,meadow evening-primrose
Symphyotrichum lateriflorum,4,Onoclea sensibilis,Dryopteridaceae,ONOSEN,native,5,-1,fern,perennial,sensitive fern
Symphyotrichum lateriflorum,4,Osmorhiza longistylis,Apiaceae,OSMLON,native,5,1,forb,perennial,aniseroot
Symphyotrichum lateriflorum,4,Oxalis dillenii,Oxalidaceae,OXADIL,native,0,1,forb,perennial,slender yellow wood-sorrel
Symphyotrichum lateriflorum,4,Oxalis stricta,Oxalidaceae,OXAEUR,native,0,1,forb,perennial,upright yellow wood-sorrel
Symphyotrichum lateriflorum,4,Oxalis violacea,Oxalidaceae,OXAVIO,native,8,2,forb,perennial,purple wood-sorrel
Symphyotrichum lateriflorum,4,Oxypolis rigidior,Apiaceae,OXYRIG,native,8,-2,forb,perennial,stiff cowbane
Symphyotrichum lateriflorum,4,Packera paupercula,Asteraceae,PACPAU,native,4,0,forb,perennial,balsam groundsel
Symphyotrichum lateriflorum,4,Panicum flexile,Poaceae,PANFLE,native,9,-1,grass,annual,wiry panic grass
Symphyotrichum lateriflorum,4,Panicum virgatum,Poaceae,PANVIR,native,3,0,grass,perennial,wand panic grass
Symphyotrichum lateriflorum,4,Parthenium integrifolium,Asteraceae,PARINT,native,8,2,forb,perennial,wild quinine
Symphyotrichum lateriflorum,4,Parthenocissus inserta,Vitaceae,PARINS,native,0,1,vine,perennial,thicket-creeper
Symphyotrichum lateriflorum,4,Pastinaca sativa,Apiaceae,PASSAT,non-native,0,2,forb,biennial,parsnip
Symphyotrichum lateriflorum,4,Pedicularis canadensis,Scrophulariaceae,PEDCAN,native,9,1,forb,perennial,canadian lousewort
Symphyotrichum lateriflorum,4,Pedicularis lanceolata,Scrophulariaceae,PEDLAN,native,10,-2,forb,perennial,swamp lousewort
Symphyotrichum lateriflorum,4,Penstemon digitalis,Scrophulariaceae,PENDIG,native,4,0,forb,perennial,foxglove beardtongue
Symphyotrichum lateriflorum,4,Penthorum sedoides,Crassulaceae,PENSED,native,4,-2,forb,perennial,ditch-stonecrop
Symphyotrichum lateriflorum,4,Persicaria amphibia,Polygonaceae,PERAMP,native,4,-2,forb,perennial,water smartweed
Symphyotrichum lateriflorum,4,Persicaria hydropiper,Polygonaceae,PERHYR,native,2,-2,forb,annual,mild water-pepper
Symphyotrichum lateriflorum,4,Persicaria hydropiperoides,Polygonaceae,PERHYO,native,6,-2,forb,perennial,swamp smartweed
Symphyotrichum lateriflorum,4,Persicaria pensylvanica,Polygonaceae,PERPEN,native,0,-1,forb,annual,pinkweed
Symphyotrichum lateriflorum,4,Persicaria punctata,Polygonaceae,PERPUN,native,4,-2,forb,annual,dotted smartweed
Symphyotrichum lateriflorum,4,Phalaris arundinacea,Poaceae,PHAARU,non-native,0,-1,grass,perennial,reed canary grass
Symphyotrichum lateriflorum,4,Phleum pratense,Poaceae,PHLPRA,non-native,0,1,grass,perennial,common timothy
Symphyotrichum lateriflorum,4,Phlox glaberrima ssp. interior,Polemoniaceae,PHLGLA,native,9,-1,forb,perennial,smooth phlox
Symphyotrichum lateriflorum,4,Phlox pilosa,Polemoniaceae,PHLPIL,native,8,1,forb,perennial,downy phlox
Symphyotrichum lateriflorum,4,Phragmites australis ssp. americanus,Poaceae,PHRAUSM,native,3,-1,grass,perennial,common reed
Symphyotrichum lateriflorum,4,Phryma leptostachya,Phrymaceae,PHRLEP,native,6,2,forb,perennial,lopseed
Symphyotrichum lateriflorum,4,Physalis virginiana,Solanaceae,PHYVIG,native,4,2,forb,perennial,lance-leaf ground cherry
Symphyotrichum lateriflorum,4,Phytolacca americana,Phytolaccaceae,PHYAME,native,0,1,forb,perennial,american pokeweed
Symphyotrichum lateriflorum,4,Plantago major,Plantaginaceae,PLAMAJ,non-native,0,0,forb,perennial,great plantain
Symphyotrichum lateriflorum,4,Poa compressa,Poaceae,POACOM,non-native,0,1,grass,perennial,flat-stem blue grass
Symphyotrichum lateriflorum,4,Poa pratensis,Poaceae,POAPRA,non-native,0,0,grass,perennial,kentucky blue grass
Symphyotrichum lateriflorum,4,Podophyllum peltatum,Berberidaceae,PODPEL,native,4,1,forb,perennial,may-apple
Symphyotrichum lateriflorum,4,Polemonium reptans,Polemoniaceae,POLREP,native,8,0,forb,perennial,greek-valerian
Symphyotrichum lateriflorum,4,Polygala ambigua,Polygalaceae,POLAMB,native,10,1,forb,annual,alternate milkwort
Symphyotrichum lateriflorum,4,Polygala senega,Polygalaceae,POLSEN,native,8,1,forb,perennial,seneca-snakeroot
Symphyotrichum lateriflorum,4,Populus deltoides,Salicaceae,POPDEL,native,0,0,tree,perennial,eastern cottonwood
Symphyotrichum lateriflorum,4,Potentilla argentea,Rosaceae,POTARE,non-native,0,1,forb,perennial,silver-leaf cinquefoil
Symphyotrichum lateriflorum,4,Potentilla indica,Rosaceae,DUCIND,non-native,0,1,forb,perennial,indian-strawberry
Symphyotrichum lateriflorum,4,Potentilla norvegica,Rosaceae,POTNOR,native,0,0,forb,annual,norwegian cinquefoil
Symphyotrichum lateriflorum,4,Potentilla recta,Rosaceae,POTREC,non-native,0,2,forb,perennial,sulfur cinquefoil
Symphyotrichum lateriflorum,4,Prunella vulgaris ssp. vulgaris,Lamiaceae,PRUVULV,non-native,0,0,forb,perennial,common selfheal
Symphyotrichum lateriflorum,4,Prunus serotina,Rosaceae,PRUSER,native,0,1,shrub,perennial,black cherry
Symphyotrichum lateriflorum,4,Pycnanthemum virginianum,Lamiaceae,PYCVIR,native,5,-1,forb,perennial,virginia mountain-mint
Symphyotrichum lateriflorum,4,Quercus alba,Fagaceae,QUEALB,native,5,1,tree,perennial,northern white oak
Symphyotrichum lateriflorum,4,Quercus coccinea,Fagaceae,QUECOC,native,5,2,tree,perennial,scarlet oak
Symphyotrichum lateriflorum,4,Quercus macrocarpa,Fagaceae,QUEMAC,native,5,0,tree,perennial,burr oak
Symphyotrichum lateriflorum,4,Quercus rubra,Fagaceae,QUERUB,native,5,1,tree,perennial,northern red oak
Symphyotrichum lateriflorum,4,Ranunculus abortivus,Ranunculaceae,RANABO,native,1,-1,forb,annual,kidney-leaf buttercup
Symphyotrichum lateriflorum,4,Ranunculus flabellaris,Ranunculaceae,RANFLA,native,5,-2,forb,perennial,greater yellow water buttercup
Symphyotrichum lateriflorum,4,Ranunculus sceleratus,Ranunculaceae,RANSCE,native,4,-2,forb,annual,cursed buttercup
Symphyotrichum lateriflorum,4,Ratibida pinnata,Asteraceae,RATPIN,native,4,2,forb,perennial,yellow coneflower
Symphyotrichum lateriflorum,4,Rhamnus alnifolia,Rhamnaceae,RHAALN,native,10,-2,shrub,perennial,alder-leaf buckthorn
Symphyotrichum lateriflorum,4,Rhamnus cathartica,Rhamnaceae,RHACAT,non-native,0,0,shrub,perennial,european buckthorn
Symphyotrichum lateriflorum,4,Ribes americanum,Grossulariaceae,RIBAME,native,4,-1,shrub,perennial,wild black currant
Symphyotrichum lateriflorum,4,Robinia pseudoacacia,Fabaceae,ROBPSE,non-native,0,1,tree,perennial,black locust
Symphyotrichum lateriflorum,4,Rubus occidentalis,Rosaceae,RUBOCC,native,0,2,shrub,perennial,black raspberry
Symphyotrichum lateriflorum,4,Rudbeckia hirta,Asteraceae,RUDHIR,native,1,1,forb,perennial,black-eyed-susan
Symphyotrichum lateriflorum,4,Rumex crispus,Polygonaceae,RUMCRI,non-native,0,0,forb,perennial,curly dock
Symphyotrichum lateriflorum,4,Rumex obtusifolius,Polygonaceae,RUMOBT,non-native,0,-1,forb,perennial,bitter dock
Symphyotrichum lateriflorum,4,Sagittaria latifolia,Alismataceae,SAGLAT,native,3,-2,forb,perennial,duck-potato
Symphyotrichum lateriflorum,4,Salix bebbiana,Salicaceae,SALBEB,native,9,-1,shrub,perennial,gray willow
Symphyotrichum lateriflorum,4,Salix interior,Salicaceae,SALINT,native,2,-1,shrub,perennial,sandbar willow
Symphyotrichum lateriflorum,4,Salix nigra,Salicaceae,SALNIG,native,5,-2,tree,perennial,black willow
Symphyotrichum lateriflorum,4,Salix pedicellaris,Salicaceae,SALPED,native,10,-2,shrub,perennial,bog willow
Symphyotrichum lateriflorum,4,Sambucus nigra ssp. canadensis,Caprifoliaceae,SAMCAN,native,4,-1,shrub,perennial,black elder
Symphyotrichum lateriflorum,4,Sanicula canadensis,Apiaceae,SANCAA,native,5,1,forb,biennial,canadian black-snakeroot
Symphyotrichum lateriflorum,4,Sanicula odorata,Apiaceae,SANGRE,native,3,0,forb,perennial,clustered black-snakeroot
Symphyotrichum lateriflorum,4,Schedonorus pratensis,Poaceae,FESELA,non-native,0,1,grass,perennial,meadow false rye grass
Symphyotrichum lateriflorum,4,Schizachyrium scoparium,Poaceae,ANDSCO,native,5,1,grass,perennial,little false bluestem
Symphyotrichum lateriflorum,4,Schoenoplectus acutus,Cyperaceae,SCHACU,native,5,-2,sedge,perennial,hard-stem club-rush
Symphyotrichum lateriflorum,4,Schoenoplectus fluviatilis,Cyperaceae,SCHFLU,native,4,-2,sedge,perennial,river club-rush
Symphyotrichum lateriflorum,4,Schoenoplectus tabernaemontani,Cyperaceae,SCHTAB,native,3,-2,sedge,perennial,soft-stem club-rush
Symphyotrichum lateriflorum,4,Scirpus atrovirens,Cyperaceae,SCIATV,native,4,-2,sedge,perennial,dark-green bulrush
Symphyotrichum lateriflorum,4,Scirpus cyperinus,Cyperaceae,SCICYP,native,6,-2,sedge,perennial,cottongrass bulrush
Symphyotrichum lateriflorum,4,Scirpus pendulus,Cyperaceae,SCIPEN,native,2,-2,sedge,perennial,rufous bulrush
Symphyotrichum lateriflorum,4,Scrophularia marilandica,Scrophulariaceae,SCRMAR,native,4,1,forb,perennial,carpenters-square
Symphyotrichum lateriflorum,4,Scutellaria galericulata,Lamiaceae,SCUEPI,native,5,-2,forb,perennial,hooded skullcap
Symphyotrichum lateriflorum,4,Scutellaria lateriflora,Lamiaceae,SCULAT,native,4,-2,forb,perennial,mad dog skullcap
Symphyotrichum lateriflorum,4,Scutellaria parvula,Lamiaceae,SCUPAR,native,7,1,forb,perennial,small skullcap
Symphyotrichum lateriflorum,4,Securigera varia,Fabaceae,CORVAR,non-native,0,2,forb,perennial,crown vetch
Symphyotrichum lateriflorum,4,Senecio hieraciifolius,Asteraceae,EREHIE,native,0,0,forb,annual,american burnweed
Symphyotrichum lateriflorum,4,Senna hebecarpa,Fabaceae,CASHEB,native,9,-1,forb,perennial,american wild sensitive-plant
Symphyotrichum lateriflorum,4,Setaria faberi,Poaceae,SETFAB,non-native,0,1,grass,annual,japanese bristle grass
Symphyotrichum lateriflorum,4,Setaria italica,Poaceae,SETITA,non-native,0,1,grass,annual,italian bristle grass
Symphyotrichum lateriflorum,4,Silene antirrhina,Caryophyllaceae,SILANT,native,1,2,forb,annual,sleepy catchfly
Symphyotrichum lateriflorum,4,Silene latifolia,Caryophyllaceae,LYCALB,non-native,0,2,forb,annual,white campion
Symphyotrichum lateriflorum,4,Silene stellata,Caryophyllaceae,SILSTE,native,6,2,forb,perennial,starry campion
Symphyotrichum lateriflorum,4,Silphium integrifolium,Asteraceae,SILINT,native,5,2,forb,perennial,entire-leaf rosinweed
Symphyotrichum lateriflorum,4,Silphium perfoliatum,Asteraceae,SILPER,native,5,-1,forb,perennial,cup-plant
Symphyotrichum lateriflorum,4,Silphium terebinthinaceum,Asteraceae,SILTER,native,5,0,forb,perennial,prairie dock
Symphyotrichum lateriflorum,4,Sisyrinchium albidum,Iridaceae,SISALB,native,6,1,forb,perennial,white blue-eyed-grass
Symphyotrichum lateriflorum,4,Sium suave,Apiaceae,SIUSUA,native,7,-2,forb,perennial,hemlock water-parsnip
Symphyotrichum lateriflorum,4,Smilax lasioneuron,Smilacaceae,SMILAS,native,5,2,vine,perennial,common carrion flower
Symphyotrichum lateriflorum,4,Solanum dulcamara,Solanaceae,SOLDUL,non-native,0,0,vine,perennial,climbing nightshade
Symphyotrichum lateriflorum,4,Solidago altissima,Asteraceae,SOLALT,native,1,1,forb,perennial,tall goldenrod
Symphyotrichum lateriflorum,4,Solidago flexicaulis,Asteraceae,SOLFLE,native,7,1,forb,perennial,zigzag goldenrod
Symphyotrichum lateriflorum,4,Solidago gigantea,Asteraceae,SOLGIG,native,4,-1,forb,perennial,late goldenrod
Symphyotrichum lateriflorum,4,Solidago juncea,Asteraceae,SOLJUN,native,3,2,forb,perennial,early goldenrod
Symphyotrichum lateriflorum,4,Solidago nemoralis,Asteraceae,SOLNEM,native,3,2,forb,perennial,gray goldenrod
Symphyotrichum lateriflorum,4,Solidago ptarmicoides,Asteraceae,ASTPTA,native,10,2,forb,perennial,stiff goldenrod
Symphyotrichum lateriflorum,4,Solidago riddellii,Asteraceae,SOLRID,native,8,-2,forb,perennial,riddells goldenrod
Symphyotrichum lateriflorum,4,Solidago rigida,Asteraceae,SOLRIG,native,3,1,forb,perennial,hard-leaf flat-top-goldenrod
Symphyotrichum lateriflorum,4,Solidago speciosa,Asteraceae,SOLSPE,native,8,2,forb,perennial,showy goldenrod
Symphyotrichum lateriflorum,4,Solidago ulmifolia,Asteraceae,SOLULM,native,5,2,forb,perennial,elm-leaf goldenrod
Symphyotrichum lateriflorum,4,Sorghastrum nutans,Poaceae,SORNUT,native,5,1,grass,perennial,yellow indian grass
